<<Tax Map Parcel Number>>,Tax Map 1st Num,<<Parcel Street Address1>>,<<Parcel Street Address2>>,Application Type:,Application Status,Changes to Application,<<Last Application Year>>,<<Expiration Date>>,<<Current square footage of impervious surface >>,<<Billing Units>>,Billing Rate,<<Credit Percent>>,<<Original Fee>>,<<Credit Amount>>,<<New Fee>>,Septic Connection Credit,Disconnected Downspouts,Rain Garden,Vegetated Filter Strip,Rain Barrel,Tree Cover,Conservation Landscaping,Nutrient Management Plan,<<Credit Items>>,"Roof Area
(For reporting disconnects)","Rain Barrel Area
(for reporting Rain Barrels)","Pervious Area
(For reporting NMP)"
80_D_65,80,2315 Breckenridge Ct,"Harrisonburg, VA 22801",Credit Application,Expired,Moved-Credit Removed,2015,6/30/2020," 4,171.67 ",8,$6.00,0%, $48.00 , $-   , $48.00 ,,20%,,,,,10%,10%,* 100% Disconnected Downspouts * Conservation Landscaping * Nutrient Management Plan * ,,,
80_E_21,80,2213 Pearl Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 8,346.10 ",17,$6.00,40%, $102.00 , $40.80 , $61.20 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"3,091.00",,"5,000.00"
81_D_6,81,2415 Avonlea Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 1,866.73 ",4,$6.00,30%, $24.00 , $7.20 , $16.80 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,800.00,,375.00
84_B_15,84,716 Foley Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 5,157.82 ",10,$6.00,30%, $60.00 , $18.00 , $42.00 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,"1,500.00",,"17,913.00"
84_B_16,84,722 Foley Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 11,049.07 ",22,$6.00,30%, $132.00 , $39.60 , $92.40 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,800.00,,"11,830.00"
84_C_15 ,84,782 Foley Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 2,126.08 ",4,$6.00,40%, $24.00 , $9.60 , $14.40 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,700.00,,"12,325.00"
84_C_16,84,786 Foley Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 3,062.68 ",6,$6.00,40%, $36.00 , $14.40 , $21.60 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"1,092.00",,"14,719.00"
84_E_18,84,1155 Nelson Dr,"Harrisonburg, VA 22801",Credit Application,Expired,Moved-Credit Removed,2015,6/30/2020," 5,812.88 ",12,$6.00,0%, $72.00 , $-   , $72.00 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,,,
84_E_18,84,1155 Nelson Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 5,812.88 ",12,$6.00,30%, $72.00 , $21.60 , $50.40 ,,20%,,,,10%,,,* 100% Disconnected Downspouts * Tree Cover * ,"3,000.00",,
84_F_8,84,661 White Oak Cir,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 2,081.59 ",4,$6.00,30%, $24.00 , $7.20 , $16.80 ,,10%,,,,10%,,10%,* 50% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,,,"4,381.00"
84_F_10,84,657 White Oak Cir,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 1,876.01 ",4,$6.00,50%, $24.00 , $12.00 , $12.00 ,,20%,,,20%,10%,,10%,* 100% Disconnected Downspouts * Rain Barrel * Tree Cover * Nutrient Management Plan * ,"1,000.00",500.00,"1,319.00"
84_E_22,84,1144 Nelson Dr,"Harrisonburg, VA 22801",Credit Application,Expired,Moved-Credit Removed,2016,6/30/2021," 5,414.70 ",11,$6.00,0%, $66.00 , $-   , $66.00 ,,,,,,,,,* ,,,
84_K_12,84,757 Woodland Dr,"Harrisonburg, VA 22801",Credit Application,Expired,,2016,6/30/2021," 2,880.11 ",6,$6.00,0%, $36.00 , $-   , $36.00 ,,,,,,,,,* ,,,
84_M_4,84,2326 Avalon Woods Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2018,6/30/2023," 3,658.42 ",7,$6.00,40%, $42.00 , $16.80 , $25.20 ,,10%,,,20%,10%,,,* 50% Disconnected Downspouts * Rain Barrel * Tree Cover * ,,745.00,
84_K_1,84,748 Woodland Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2019,6/30/2024," 1,923.73 ",4,$6.00,50%, $24.00 , $12.00 , $12.00 ,,20%,,,20%,,,10%,* 100% Disconnected Downspouts * Rain Barrel * Nutrient Management Plan * ,"1,100.00",,"1,560.00"
84_A_8,84,747 Foley Rd,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2019,DNE," 3,024.33 ",6,$6.00,50%, $36.00 , $18.00 , $18.00 ,50%,,,,,,,,* Septic Connection Credit * ,,,
86_B_5,86,932 Oak Hill Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2018,6/30/2023," 5,004.17 ",10,$6.00,50%, $60.00 , $30.00 , $30.00 ,,20%,,,20%,10%,,,* 100% Disconnected Downspouts * Rain Barrel * Tree Cover * ,"3,500.00","1,100.00",
87_J_6,87,1222 Woodcrest Cir,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 4,303.26 ",9,$6.00,30%, $54.00 , $16.20 , $37.80 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,"2,762.00",,"9,731.00"
87_H_10,87,1185 Westmoreland Dr,"Harrisonburg, VA 22801",Credit Application,Expired,,2016,6/30/2021," 3,305.90 ",7,$6.00,0%, $42.00 , $-   , $42.00 ,,,,,,,,,* ,,,
87_J_12,87,1194 Westmoreland Dr,"Harrisonburg, VA 22801",Credit Application,Expired,,2016,6/30/2021," 4,981.55 ",10,$6.00,0%, $60.00 , $-   , $60.00 ,,,,,,,,,* ,,,
87_K_8,87,1221 Woodcrest Cir,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2020,DNE," 5,129.51 ",10,$6.00,50%, $60.00 , $30.00 , $30.00 ,50.00%,,,,,,,,* Septic Connection Credit * ,,,
87_K_16,87,1184 Westmoreland Dr,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2020,DNE," 3,630.72 ",7,$6.00,50%, $42.00 , $21.00 , $21.00 ,50.00%,,,,,,,,* Septic Connection Credit * ,,,
87_K_17,87,1231 Woodcrest Cir,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2021,DNE," 3,095.94 ",6,$6.00,50%, $36.00 , $18.00 , $18.00 ,50.00%,,,,,,,,* Septic Connection Credit * ,,,
87_K_19,87,1227 Woodcrest Cir,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 4,983.34 ",10,$6.00,30%, $60.00 , $18.00 , $42.00 ,,10%,,,,10%,,10%,* 50% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,,,"3,584.00"
88_B_6,88,1214 Port Republic Rd,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2020,DNE," 4,730.36 ",9,$6.00,50%, $54.00 , $27.00 , $27.00 ,50.00%,,,,,,,,* Septic Connection Credit * ,,,
88_B_11,88,1211 Edgewood Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 3,179.07 ",6,$6.00,50%, $36.00 , $18.00 , $18.00 ,,20%,,,,10%,10%,10%,* 100% Disconnected Downspouts * Tree Cover * Conservation Landscaping * Nutrient Management Plan * ,"1,726.00",,"12,244.00"
88_C_4,88,1196 Nelson Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2023,6/30/2028," 3,906.00 ",8,$6.00,50%, $48.00 , $24.00 , $24.00 ,,20%,,,20%,10%,,,* 100% Disconnected Downspouts * Rain Barrel * Tree Cover * ,"2,560.00",,
91_E_2,91,1101 Decca Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 2,213.50 ",4,$6.00,30%, $24.00 , $7.20 , $16.80 ,,,,,20%,10%,,,* Rain Barrel * Tree Cover * ,,700.00,
92_H_28,92,1382 Bradley Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 1,013.83 ",2,$6.00,40%, $12.00 , $4.80 , $7.20 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,786.00,,"1,491.00"
92_H_34,92,1432 Bradley Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 1,442.80 ",3,$6.00,40%, $18.00 , $7.20 , $10.80 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,760.00,,"1,391.00"
92_H_36,92,1436 Bradley Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 1,484.64 ",3,$6.00,40%, $18.00 , $7.20 , $10.80 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,715.00,,DNR
92_J_22,92,1310 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 5,228.86 ",10,$6.00,30%, $60.00 , $18.00 , $42.00 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,545.00,,"6,379.00"
92_J_7,92,1340 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 2,096.44 ",4,$6.00,30%, $24.00 , $7.20 , $16.80 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,797.00,,"1,517.00"
92_J_5,92,1344 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 1,644.05 ",3,$6.00,30%, $18.00 , $5.40 , $12.60 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,631.00,,582.00
92_J_12,92,1330 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 1,784.67 ",4,$6.00,30%, $24.00 , $7.20 , $16.80 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,471.00,,"2,165.00"
92_J_6,92,1342 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 1,628.49 ",3,$6.00,30%, $18.00 , $5.40 , $12.60 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,370.00,,"2,112.00"
92_J_3,92,1348 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 1,714.46 ",3,$6.00,30%, $18.00 , $5.40 , $12.60 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,684.00,,452.00
92_E_3,92,1381 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026, 822.32 ,2,$6.00,30%, $12.00 , $3.60 , $8.40 ,,10%,,,,10%,,10%,* 50% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,,,"2,051.00"
92_D_6,92,1315 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026, 968.54 ,2,$6.00,10%, $12.00 , $1.20 , $10.80 ,,,,,,,,10%,* Nutrient Management Plan * ,,,"1,938.00"
92_H_84,92,795 Port Republic Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2018,6/30/2023," 5,127.05 ",10,$6.00,30%, $60.00 , $18.00 , $42.00 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,"1,056.00",,"7,209.00"
92_E_12,92,1359 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2019,6/30/2024, 898.39 ,2,$6.00,30%, $12.00 , $3.60 , $8.40 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,555.00,,580.00
92_E_13,92,1357 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2019,6/30/2024," 1,033.35 ",2,$6.00,30%, $12.00 , $3.60 , $8.40 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,650.00,,660.00
92_J_8,92,1338 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2019,6/30/2024," 1,709.83 ",3,$6.00,30%, $18.00 , $5.40 , $12.60 ,,10%,,,,10%,,10%,* 50% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,,,DNR
92_J_9,92,1336 Devon Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2019,6/30/2024," 1,692.14 ",3,$6.00,20%, $18.00 , $3.60 , $14.40 ,,10%,,,,,,10%,* 50% Disconnected Downspouts * Nutrient Management Plan * ,,,492.00
93_A_2,93,650 Stone Spring Rd,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2020,DNE," 10,679.60 ",21,$6.00,50%, $126.00 , $63.00 , $63.00 ,50.00%,,,,,,,,* Septic Connection Credit * ,,,
93_D_5,93,2120 Mint Spring Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 3,226.00 ",6,$6.00,30%, $36.00 , $10.80 , $25.20 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,"2,455.00",,"11,590.00"
96_D_54,96,1055 Carriage Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 2,258.17 ",5,$6.00,50%, $30.00 , $15.00 , $15.00 ,,20%,,,20%,10%,,10%,* 100% Disconnected Downspouts * Rain Barrel * Tree Cover * Nutrient Management Plan * ,"1,230.00",560.00,"10,000.00"
97_G_18,97,3080 Horseshoe Ln,"Harrisonburg, VA 22801",Credit Application,Expired,No Re-App- Expired,2015,6/30/2020," 2,528.41 ",5,$6.00,0%, $30.00 , $-   , $30.00 ,,20%,,,20%,10%,,10%,* 100% Disconnected Downspouts * Rain Barrel * Tree Cover * Nutrient Management Plan * ,,,
97_B_1A,97,2461 Ramblewood Dr,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2020,DNE," 5,146.10 ",10,$6.00,50%, $60.00 , $30.00 , $30.00 ,50.00%,,,,,,,,* Septic Connection Credit * ,,,
97_D_1,97,1081 Greendale Road,"Harrisonburg, VA 22801",Credit Application,Approved,,2023,6/30/2028," 5,735.94 ",11,$6.00,30%, $66.00 , $19.80 , $46.20 ,,10%,,,,10%,,10%,* 50% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,,,"23,110.40"
97_G_19,97,1020 Star Cir,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 3,751.63 ",8,$6.00,30%, $48.00 , $14.40 , $33.60 ,,10%,,,,10%,,10%,* 50% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,,,"7,306.70"
97_H_17,97,3081 Horseshoe Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 2,954.81 ",6,$6.00,50%, $36.00 , $18.00 , $18.00 ,,20%,,10%,,10%,,10%,* 100% Disconnected Downspouts * Vegetated Filter Strip * Tree Cover * Nutrient Management Plan * ,"1,200.00",,"6,232.00"
97_H_16,97,3071 Horseshoe Ln,"Harrisonburg, VA 22801",Credit Application,Approved,,2018,6/30/2023," 2,371.49 ",5,$6.00,30%, $30.00 , $9.00 , $21.00 ,,10%,,,,10%,,10%,* 50% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,,,DNR
98_B_11,98,890 Greendale Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 5,092.10 ",10,$6.00,40%, $60.00 , $24.00 , $36.00 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"1,350.00",,"115,730.00"
98_C_3,98,929 Greendale Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 2,780.08 ",6,$6.00,10%, $36.00 , $3.60 , $32.40 ,,,,,,,,10%,* Nutrient Management Plan * ,,,"14,177.00"
98_C_4,98,929 Greendale Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 7,641.40 ",15,$6.00,40%, $90.00 , $36.00 , $54.00 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"2,931.00",,"141,425.00"
110_A_8,110,513 Hickory Grove Cir,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 3,749.63 ",7,$6.00,30%, $42.00 , $12.60 , $29.40 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,"2,100.00",,840.00
114_C_2,114,1221 Calina Ct,"Harrisonburg, VA 22801",Credit Application,Expired,No Re-App- Expired,2015,6/30/2020," 2,263.41 ",5,$6.00,0%, $30.00 , $-   , $30.00 ,,,,,20%,,,10%,* Rain Barrel * Nutrient Management Plan * ,,,
115_A_1,115,1555 Erickson Ave,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 4,228.75 ",8,$6.00,40%, $48.00 , $19.20 , $28.80 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"1,200.00",,"48,845.00"
116_C_34,116,1744 Heritage Estates Cir,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 5,085.26 ",10,$6.00,30%, $60.00 , $18.00 , $42.00 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,"2,841.20",,"1,600.00"
123_B_1-2,123,121 Garbers Church Rd,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2021,DNE," 12,434.33 ",25,$6.00,50%, $150.00 , $75.00 , $75.00 ,50.00%,,,,,,,,* Septic Connection Credit * ,,,
123_E_5,123,150 Stoneleigh Dr,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2020,DNE," 3,350.45 ",7,$6.00,50%, $42.00 , $21.00 , $21.00 ,50.00%,,,,,,,,* Septic Connection Credit * ,,,
123_E_15,123,1661 W Market St,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2020,DNE," 2,686.82 ",5,$6.00,50%, $30.00 , $15.00 , $15.00 ,50.00%,,,,,,,,* Septic Connection Credit * ,,,
123_D_1-4,123,90 Garbers Church Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 5,091.93 ",10,$6.00,50%, $60.00 , $30.00 , $30.00 ,,20%,,,20%,10%,,10%,* 100% Disconnected Downspouts * Rain Barrel * Tree Cover * Nutrient Management Plan * ,"1,800.00",450.00,"14,000.00"
123_J_13,123,1772 Park Lawn Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 2,436.42 ",5,$6.00,40%, $30.00 , $12.00 , $18.00 ,,20%,,,20%,,,,* 100% Disconnected Downspouts * Rain Barrel * ,"1,350.00",675.00,
123_J_14,123,1768 Park Lawn Dr,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 2,578.71 ",5,$6.00,30%, $30.00 , $9.00 , $21.00 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,"1,431.30",,"13,068.00"
123_P_1,123,40 Switchboard Rd,"Harrisonburg, VA 22802",Credit Application,Approved,,2020,6/30/2025," 5,640.03 ",11,$6.00,30%, $66.00 , $19.80 , $46.20 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,"2,492.00",,"26,000.00"
123_G_11-14,123,240 Garbers Church Rd,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 3,109.94 ",6,$6.00,40%, $36.00 , $14.40 , $21.60 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"1,700.00",,"4,969.00"
123_C_2,123,1771 W Market St,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 6,328.72 ",13,$6.00,40%, $78.00 , $31.20 , $46.80 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"1,200.00",,"10,641.00"
123_J_15,123,1764 Park Lawn Dr,"Harrisonburg, VA 22801",Credit Application,Expired,Moved-Credit Removed,2016,6/30/2021," 2,845.62 ",6,$6.00,0%, $36.00 , $-   , $36.00 ,,,,,,,,,* ,,,
123_C_4,123,1751 W Market St,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 4,399.04 ",9,$6.00,40%, $54.00 , $21.60 , $32.40 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"2,000.00",,"7,000.00"
123_M_3,123,1821 Rhianon Ln,"Harrisonburg, VA 22801",Credit Application,Expired,,2016,6/30/2021," 4,453.43 ",9,$6.00,0%, $54.00 , $-   , $54.00 ,,,,,,,,,* ,,,
123_Q_3,123,1650 Bald Eagle Cir,"Harrisonburg, VA 22801",Credit Application,Expired,,2016,6/30/2021," 4,799.06 ",10,$6.00,0%, $60.00 , $-   , $60.00 ,,,,,,,,,* ,,,
124_G_34,124,1841 Shenstone Dr ,"Harrisonburg, VA 22802",Credit Application,Expired,No Re-App- Expired,2015,6/30/2020," 1,988.44 ",4,$6.00,0%, $24.00 , $-   , $24.00 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,,,
124_D_15,124,636 Wyndham Woods Cir,"Harrisonburg, VA 22801",Credit Application,Expired,Moved-Credit Removed,2015,6/30/2020," 3,635.64 ",7,$6.00,0%, $42.00 , $-   , $42.00 ,,,,,20%,10%,10%,10%,* Rain Barrel * Tree Cover * Conservation Landscaping * Nutrient Management Plan * ,,,
124_D_19,124,620 Wyndham Woods Cir,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 6,142.86 ",12,$6.00,40%, $72.00 , $28.80 , $43.20 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"3,919.00",,"20,000.00"
124_G_11,124,1522 W Market St ,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 1,441.62 ",3,$6.00,50%, $18.00 , $9.00 , $9.00 ,,20%,,,20%,,,10%,* 100% Disconnected Downspouts * Rain Barrel * Nutrient Management Plan * ,400.00,500.00,"1,265.00"
124_G_9,124,1526 W Market St,"Harrisonburg, VA 22801",Credit Application,Approved,,2020,6/30/2025," 2,631.97 ",5,$6.00,30%, $30.00 , $9.00 , $21.00 ,,20%,,,,,,10%,* 100% Disconnected Downspouts * Nutrient Management Plan * ,564.00,,"1,980.00"
124_C_4,124,673 Wyndham Woods Cir,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 3,686.40 ",7,$6.00,20%, $42.00 , $8.40 , $33.60 ,,,,,,10%,,10%,* Tree Cover * Nutrient Management Plan * ,,,"4,000.00"
124_A_4,124,1720 W Market St,"Harrisonburg, VA 22801",Credit Application,Approved,,2021,6/30/2026," 6,091.30 ",12,$6.00,40%, $72.00 , $28.80 , $43.20 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"2,100.00",,"10,000.00"
124_M_1,124,1888 Shenstone Dr,"Harrisonburg, VA 22803",Credit Application,Approved,,2021,6/30/2026," 24,005.20 ",48,$6.00,40%, $288.00 , $115.20 , $172.80 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"11,244.00",,"134,437.00"
124_B_4,124,1641 W Market St,"Harrisonburg, VA 22801",Septic Credit,Approved-DNE,,DNE-2019,DNE," 6,355.09 ",13,$6.00,50%, $78.00 , $39.00 , $39.00 ,50%,,,,,,,,* Septic Connection Credit * ,,,
125_B_6-7,125,1331 Greystone St,"Harrisonburg, VA 22802",Credit Application,Approved,,2020,6/30/2025," 3,044.77 ",6,$6.00,50%, $36.00 , $18.00 , $18.00 ,,20%,,,20%,10%,,10%,* 100% Disconnected Downspouts * Rain Barrel * Tree Cover * Nutrient Management Plan * ,"1,020.00",192.00,"20,000.00"
"125_A_6,7",125,864 Hillside Ave,"Harrisonburg, VA 22802",Credit Application,Approved,,2021,6/30/2026," 6,185.56 ",12,$6.00,10%, $72.00 , $7.20 , $64.80 ,,,,,,,,10%,* Nutrient Management Plan * ,,,"12,082.00"
125_E_1-2,125,895 Summit Ave,"Harrisonburg, VA 22802",Credit Application,Approved,,2023,6/30/2028," 5,105.20 ",10,$6.00,50%, $60.00 , $30.00 , $30.00 ,,10%,,,20%,10%,,10%,* 50% Disconnected Downspouts * Rain Barrel * Tree Cover * Nutrient Management Plan * ,,,
125_B_3,125,"897, 895 Hillside Ave","Harrisonburg, VA 22802",Credit Application,Approved,,2023,6/30/2028," 3,550.57 ",7,$6.00,40%, $42.00 , $16.80 , $25.20 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,975.00,,"2,800.00"
125_B_2,125,899 Hillside Ave,"Harrisonburg, VA 22802",Credit Application,Approved,,2023,6/30/2028," 5,828.37 ",12,$6.00,40%, $72.00 , $28.80 , $43.20 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"3,000.00",,"4,000.00"
125_B_1,125,1309 Greystone St,"Harrisonburg, VA 22802",Credit Application,Approved,,2023,6/30/2028," 2,998.49 ",6,$6.00,40%, $36.00 , $14.40 , $21.60 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"1,299.00",,"2,000.00"
125_C_1a,125,"881, 883 Hillside Ave","Harrisonburg, VA 22802",Credit Application,Approved,,2023,6/30/2028," 4,015.71 ",8,$6.00,20%, $48.00 , $9.60 , $38.40 ,,20%,,,,,,,* 100% Disconnected Downspouts * ,"1,460.00",,"6,500.00"
125_A_1,125,882 and 884 Hillside Ave,"Harrisonburg, VA 22802",Credit Application,Approved,,2023,6/30/2028," 3,722.85 ",7,$6.00,40%, $42.00 , $16.80 , $25.20 ,,20%,,,,10%,,10%,* 100% Disconnected Downspouts * Tree Cover * Nutrient Management Plan * ,"1,331.00",,"3,500.00"
,,,,,,,,,,,,0%,,,,,,,,,,,,,,,
,,,,,,,,,,,,0%,,,,,,,,,,,,,,,
